,edad_rango,genero,lugar,arma,presunta_motivacion,fecha_muerte
4588,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-28
4589,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-28
4590,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-29
4591,18–29,m,OTROS CENTROS DE DIVERSIÓN,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-29
4592,30–44,m,OTROS CENTROS DE DIVERSIÓN,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-29
4593,18–29,f,OTROS CENTROS DE DIVERSIÓN,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-29
4594,18–29,m,RÍO,ARMA BLANCA,DELINCUENCIA COMUN,2025-06-28
4595,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-28
4596,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-28
4597,30–44,m,LOCAL DE EVENTOS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-28
4598,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-28
4599,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-29
4600,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-26
4601,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-29
4602,45–64,m,RESTAURANTE,ARMA BLANCA,VIOLENCIA COMUNITARIA,2025-06-28
4603,18–29,m,RÍO,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-26
4604,18–29,m,CANCHAS DE USO MÚLTIPLE,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-28
4605,30–44,m,CANCHAS DE USO MÚLTIPLE,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-28
4606,30–44,m,CANCHAS DE USO MÚLTIPLE,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-28
4607,30–44,m,PARQUES Y PLAZAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-28
4608,30–44,m,VÍA PÚBLICA,ARMA BLANCA,DELINCUENCIA COMUN,2025-06-29
4609,45–64,m,CASA/VILLA,ARMA CONTUNDENTE,VIOLENCIA COMUNITARIA,2025-06-29
4610,18–29,m,HOSPITALES,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-20
4611,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-29
4612,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-29
4613,0–11,m,VÍA PÚBLICA,OTROS,VIOLENCIA COMUNITARIA,2025-06-29
4614,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-29
4615,,na,TERRENO BALDIO,ARMA BLANCA,DELINCUENCIA COMUN,2025-06-29
4616,30–44,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-30
4617,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-29
4618,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-30
4619,30–44,m,VÍA PÚBLICA,ARMA BLANCA,DELINCUENCIA COMUN,2025-06-25
4620,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-30
4621,18–29,f,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-30
4622,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-29
4623,45–64,m,RÍO,ARMA BLANCA,DELINCUENCIA COMUN,2025-06-23
4624,18–29,f,RÍO,ARMA BLANCA,DELINCUENCIA COMUN,2025-06-26
4625,30–44,m,CASA/VILLA,ARMA BLANCA,DELINCUENCIA COMUN,2025-06-29
4626,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-30
4627,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-30
4628,30–44,m,MAR,OTROS,DELINCUENCIA COMUN,2025-06-30
4629,18–29,f,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-30
4630,18–29,f,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-30
4631,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-30
4632,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-30
4633,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-28
4634,18–29,m,MAR,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-30
4635,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-30
4636,65+,m,TRANSPORTE PÚBLICO,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-01
4637,30–44,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-01
4638,12–17,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-01
4639,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-01
4640,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-01
4641,18–29,m,MECÁNICAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-01
4642,18–29,m,NIGHT CLUBS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-01
4643,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-01
4644,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-01
4645,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-01
4646,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-01
4647,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-01
4648,12–17,f,VÍA PÚBLICA,ARMA BLANCA,VIOLENCIA COMUNITARIA,2025-06-30
4649,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-01
4650,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-02
4651,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-01
4652,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-01
4653,,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-01
4654,18–29,m,MAR,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-02
4655,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-02
4656,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-02
4657,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-02
4658,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-01
4659,30–44,m,FINCA,ARMA BLANCA,DELINCUENCIA COMUN,2025-05-04
4660,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-02
4661,45–64,m,INTERIOR DE VEHÍCULO PARTICULAR,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-02
4662,30–44,m,VÍA PÚBLICA,ARMA BLANCA,VIOLENCIA COMUNITARIA,2025-07-02
4663,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-02
4664,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-02
4665,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-02
4666,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-02
4667,30–44,f,LOCALES DE NECESIDADES BÁSICAS,ARMA BLANCA,VIOLENCIA INTRAFAMILIAR,2025-07-03
4668,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-02
4669,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-03
4670,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-03
4671,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-02
4672,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-02
4673,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-01
4674,45–64,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-02
4675,30–44,m,TERMINALES TERRESTRES,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-02
4676,45–64,m,VÍA PÚBLICA,ARMA CONTUNDENTE,DELINCUENCIA COMUN,2025-06-25
4677,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-03
4678,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-03
4679,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-03
4680,30–44,m,INTERIOR DE VEHÍCULO PARTICULAR,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-03
4681,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-03
4682,12–17,f,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-03
4683,30–44,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-03
4684,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-04
4685,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-03
4686,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-03
4687,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-03
4688,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-03
4689,12–17,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-03
4690,18–29,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-03
4691,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-14
4692,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-03
4693,30–44,m,NIGHT CLUBS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-03
4694,30–44,m,INDUSTRIAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-04
4695,18–29,m,UNIVERSIDADES,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-04
4696,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-04
4697,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-04
4698,30–44,m,PARQUES Y PLAZAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-04
4699,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-04
4700,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-04
4701,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-04
4702,45–64,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-04
4703,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-04
4704,65+,m,VÍA PÚBLICA,ARMA BLANCA,DELINCUENCIA COMUN,2025-07-05
4705,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-04
4706,45–64,m,TERRENO BALDIO,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-05
4707,65+,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-05
4708,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-04
4709,12–17,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-05
4710,18–29,m,LOCALES DE NECESIDADES BÁSICAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-05
4711,18–29,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-05
4712,65+,f,CASA/VILLA,ARMA BLANCA,DELINCUENCIA COMUN,2025-07-05
4713,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-05
4714,18–29,m,VÍA PÚBLICA,ARMA BLANCA,DELINCUENCIA COMUN,2025-07-06
4715,12–17,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-05
4716,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-05
4717,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-05
4718,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-05
4719,65+,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-05
4720,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-05
4721,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-05
4722,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-06
4723,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-06
4724,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-05
4725,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-05
4726,30–44,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-05
4727,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-05
4728,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-05
4729,45–64,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-05
4730,18–29,m,TERRENO BALDIO,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-03
4731,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-06
4732,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-05
4733,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-06
4734,18–29,m,QUEBRADAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-05
4735,30–44,m,MERCADOS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-06
4736,45–64,m,MAR,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-05
4737,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-06
4738,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-06
4739,30–44,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-06
4740,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-06
4741,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-06
4742,30–44,m,BANCOS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-06
4743,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-06
4744,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-06
4745,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-06
4746,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-06
4747,30–44,m,VÍA PÚBLICA,ARMA BLANCA,VIOLENCIA COMUNITARIA,2025-07-07
4748,18–29,f,VÍA PÚBLICA,ARMA BLANCA,VIOLENCIA COMUNITARIA,2025-07-07
4749,12–17,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-06
4750,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-06
4751,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-06
4752,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-06
4753,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-06
4754,45–64,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-07
4755,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-01
4756,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-05
4757,30–44,m,CASA/VILLA,OTROS,VIOLENCIA COMUNITARIA,2025-07-06
4758,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-02
4759,30–44,m,VÍA PÚBLICA,ARMA BLANCA,DELINCUENCIA COMUN,2025-07-07
4760,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-07
4761,30–44,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-07
4762,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-07
4763,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-07
4764,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-07
4765,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-07
4766,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-07
4767,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-07
4768,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-07
4769,18–29,m,TERRENO BALDIO,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-07
4770,45–64,m,TERRENO BALDIO,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-07
4771,18–29,m,TERRENO BALDIO,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-07
4772,30–44,m,TERRENO BALDIO,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-07
4773,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-07
4774,30–44,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-08
4775,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-08
4776,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-08
4777,12–17,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-08
4778,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-08
4779,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-09
4780,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-08
4781,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-08
4782,12–17,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-09
4783,18–29,m,PARQUEADEROS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-08
4784,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-09
4785,30–44,m,LAGUNA - LAGO,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-09
4786,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-10
4787,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-09
4788,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-09
4789,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-09
4790,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-09
4791,30–44,f,CASA/VILLA,CONSTRICTORA,DELINCUENCIA COMUN,2025-07-09
4792,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-09
4793,30–44,f,HACIENDAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-09
4794,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-09
4795,30–44,m,HACIENDAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-09
4796,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-10
4797,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-10
4798,12–17,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-10
4799,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-10
4800,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-10
4801,18–29,f,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-10
4802,30–44,m,OTROS LOCALES COMERCIALES,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-10
4803,45–64,m,FINCA,ARMA BLANCA,DELINCUENCIA COMUN,2025-07-10
4804,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-10
4805,65+,m,NIGHT CLUBS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-10
4806,30–44,m,CENTROS DE REHABILITACIÓN SOCIAL,OTROS,DELINCUENCIA COMUN,2025-07-10
4807,30–44,m,CENTROS DE REHABILITACIÓN SOCIAL,OTROS,DELINCUENCIA COMUN,2025-07-10
4808,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-10
4809,18–29,m,CENTROS DE REHABILITACIÓN SOCIAL,OTROS,DELINCUENCIA COMUN,2025-07-10
4810,30–44,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-10
4811,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-11
4812,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-11
4813,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-11
4814,45–64,m,NIGHT CLUBS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-10
4815,12–17,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-09
4816,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-10
4817,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-10
4818,18–29,m,BOSQUE Y RESERVAS ECOLÓGICAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-10
4819,30–44,m,BOSQUE Y RESERVAS ECOLÓGICAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-10
4820,,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-11
4821,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-11
4822,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-11
4823,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-11
4824,45–64,m,RESTAURANTE,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-11
4825,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-10
4826,30–44,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-11
4827,18–29,m,VÍA PÚBLICA,ARMA BLANCA,DELINCUENCIA COMUN,2025-07-11
4828,30–44,m,VÍA PÚBLICA,ARMA BLANCA,VIOLENCIA COMUNITARIA,2025-07-11
4829,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-11
4830,0–11,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-11
4831,30–44,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-11
4832,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-11
4833,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-11
4834,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-11
4835,18–29,m,TRANSPORTE PRIVADO,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-12
4836,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-11
4837,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-12
4838,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-12
4839,18–29,m,MAR,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-12
4840,18–29,m,MAR,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-12
4841,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-12
4842,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-12
4843,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-12
4844,,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-12
4845,18–29,m,VÍA PÚBLICA,ARMA BLANCA,DELINCUENCIA COMUN,2025-07-12
4846,30–44,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-12
4847,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-07-12
